Town,            Population, Country,            Page, Lat_Deg, Lat_Min, Lat_Dir, Lon_Deg, Lon_Min, Lon_Dir
Diwamohidu,      532,        Kalamar,            321,  32,      50,      N,       0,       35,      W
Diwidu,          774,        Pekal,              346,  41,      55,      N,       7,       5,       W
Dizkuor,         401,        Nanakaryforest,     373,  38,      35,      N,       9,       10,      E
Doerruam,        939,        Nanakaryforest,     373,  38,      20,      N,       8,       30,      E
Dofido,          1924,       Kalamar,            322,  31,      40,      N,       0,       20,      E
Dok,             397,        Kalamar,            318,  35,      35,      N,       1,       5,       E
Dokido,          1134,       Kalamar,            317,  34,      30,      N,       1,       35,      W
Dolahidu,        435,        Kalamar,            318,  35,      20,      N,       1,       5,       E
Dolidu,          762,        Kalamar,            322,  32,      25,      N,       0,       20,      W
Donvven,         998,        Pelbrolenon,        309,  35,      45,      N,       15,      40,      W
Dopven,          3600,       Mendarn,            303,  37,      40,      N,       19,      25,      W
Doridu,          740,        Tarisato,           326,  29,      35,      N,       2,       35,      E
Dorndern,        2800,       Cosdol,             285,  51,      20,      N,       13,      40,      W
Dorothidu,       412,        Kalamar,            321,  33,      20,      N,       0,       45,      W
Dorven,          1567,       Cosdol,             285,  50,      20,      N,       14,      5,       W
Dosden,          476,        Eldor,              294,  44,      30,      N,       15,      45,      W
Doteta,          1523,       Korak,              342,  43,      50,      N,       8,       10,      W
Dotidu,          487,        Kalamar,            321,  32,      45,      N,       0,       45,      W
Doulathanorian,  18000,      Edosiforest,        316,  36,      10,      N,       5,       15,      W
Douleir,         356,        Keenorators,        372,  37,      45,      N,       5,       50,      E
Dovilido,        986,        Tokis,              347,  41,      0,       N,       3,       30,      E
Dowond-Brandel,  86100,      Pelbrolenon,        309,  35,      50,      N,       15,      35,      W
Draba,           310,        Shynabyth,          344,  46,      0,       N,       1,       0,       W
Dracden,         483,        Mendarn,            308,  37,      0,       N,       19,      15,      W
Dradraj,         348,        Shynabyth,          361,  46,      5,       N,       0,       15,      E
Drafyf,          479,        Khydobandesert,     374,  39,      55,      N,       10,      55,      E
Drajon,          527,        Khydobandesert,     371,  40,      40,      N,       10,      50,      E
Drakk,           657,        Tharggy,            366,  42,      35,      N,       2,       5,       E
Draldon,         772,        Elosdesert,         311,  38,      45,      N,       7,       25,      W
Dralven,         3000,       Eldor,              298,  42,      15,      N,       18,      30,      W
Dravden,         603,        Vrandol,            397,  29,      10,      N,       22,      20,      W
Dregven,         1838,       Mendarn,            303,  37,      35,      N,       18,      35,      W
Drelmden,        491,        Eldor,              293,  43,      50,      N,       17,      20,      W
Drendden,        812,        Mendarn,            304,  39,      0,       N,       16,      50,      W
Drendidu,        435,        Korak,              341,  45,      30,      N,       10,      15,      W
Dreyden,         794,        Eldor,              299,  43,      0,       N,       15,      35,      W
Drharr,          1026,       Drhokker,           362,  45,      25,      N,       3,       45,      E
Drhav,           707,        Skarrna,            364,  44,      25,      N,       8,       30,      E
Drheth,          423,        Drhokker,           358,  46,      35,      N,       6,       30,      E
Drhorr,          336,        Drhokker,           359,  46,      25,      N,       9,       40,      E
Drhoth,          410,        Torakk,             357,  47,      25,      N,       3,       25,      E
Drhu,            1139,       Tharggy,            368,  40,      10,      N,       2,       35,      E
Drhun,           1481,       Tharggy,            366,  41,      20,      N,       2,       10,      E
Drhurkk,         433,        Drhokker,           358,  46,      45,      N,       7,       25,      E
Drhuyl,          783,        Drhokker,           358,  46,      50,      N,       7,       45,      E
Drhyff,          675,        Tharggy,            367,  41,      0,       N,       2,       20,      E
Driden,          540,        Cosdol,             290,  46,      40,      N,       13,      20,      W
Drindden,        605,        Pelbrolenon,        309,  36,      15,      N,       15,      30,      W
Drirdven,        1675,       Eldor,              300,  41,      0,       N,       14,      5,       W
Drivlden,        359,        Korak,              341,  45,      45,      N,       10,      25,      W
Drivlden,        378,        Mendarn,            304,  39,      45,      N,       16,      35,      W
Drurnven,        1035,       Eldor,              294,  45,      5,       N,       15,      20,      W
Drusden,         863,        Eldor,              299,  42,      25,      N,       15,      0,       W
Drutven,         1093,       Eldor,              294,  45,      10,      N,       16,      0,       W
Dubido,          1342,       Kalamar,            321,  33,      45,      N,       2,       35,      W
Dufido,          990,        Tokis,              313,  40,      15,      N,       2,       5,       W
Duhido,          2346,       O'par,              348,  41,      30,      N,       1,       50,      E
Duhoka'idu,      540,        Kalamar,            321,  33,      0,       N,       0,       55,      W
Duk'dubidu,      700,        Ek'kasel,           342,  44,      40,      N,       7,       15,      W
Dukhagh,         654,        Ul-Karg,            398,  28,      40,      N,       18,      20,      W
Dukidu,          611,        Kalamar,            322,  34,      5,       N,       0,       45,      E
Dukk,            785,        Tharggy,            366,  41,      15,      N,       1,       25,      E
Dunido,          2031,       Kalamar,            321,  32,      20,      N,       0,       35,      W
Dunvven,         1281,       Pelbrolenon,        309,  36,      30,      N,       16,      10,      W
Dupakido,        1694,       Pekal,              347,  42,      15,      N,       4,       10,      E
